,Nome,CNPJ/CPF,Valor Empenhado,Valor Em Liquidação,Valor Liquidado,Valor Pago,Valor Anulado,ano,download_status
62,AAE MUNICIPAL RENATO MARTINS,999.999.999-99,"R$ 20.760,00","R$ 0,00","R$ 20.760,00","R$ 20.760,00","R$ 0,00",2016,1
63,AAE MUNICIPAL WOLFANGO FERREIRA,01.876.194/0001-56,"R$ 41.910,00","R$ 0,00","R$ 41.903,18","R$ 41.127,01","R$ 6,82",2016,1
64,AAE PARQUE MUNICIPAL DA AROEIRA,999.999.999-99,"R$ 15.480,00","R$ 0,00","R$ 15.480,00","R$ 15.480,00","R$ 0,00",2016,1
65,AAE TEC. MUN. NATALIO SALVADOR ANTUNES,999.999.999-99,"R$ 6.450,00","R$ 0,00","R$ 6.450,00","R$ 6.450,00","R$ 0,00",2016,1
66,AAE. COL. DE APLIC. DA FUND. EDUC. DE MACAE,16.986.691/0001-84,"R$ 5.970,00","R$ 0,00","R$ 5.970,00","R$ 5.970,00","R$ 0,00",2016,1
67,AAEME PROFª ARLEA CARVALHO JOSE,999.999.999-99,"R$ 11.460,00","R$ 0,00","R$ 11.460,00","R$ 11.152,18","R$ 0,00",2016,1
68,AAEMEI ALCINA MUZZY DE JESUS,999.999.999-99,"R$ 1.680,00","R$ 0,00","R$ 1.680,00","R$ 1.680,00","R$ 0,00",2016,1
69,AAEMEI AMCORIN,999.999.999-99,"R$ 4.620,00","R$ 0,00","R$ 4.620,00","R$ 4.603,23","R$ 0,00",2016,1
70,AAEMEI APRISCO,999.999.999-99,"R$ 0,00","R$ 0,00","R$ 0,00","R$ -56,22","R$ 0,00",2016,0
71,AAEMEI ATTILA DE AGUIAR MALTEZ JUNIOR,11.948.717/0001-86,"R$ 6.060,00","R$ 0,00","R$ 6.060,00","R$ 5.818,04","R$ 0,00",2016,1
72,AAEMEI CLEIDE CANELA DE SOUZA,999.999.999-99,"R$ 7.350,00","R$ 0,00","R$ 7.350,00","R$ 7.250,46","R$ 0,00",2016,1
73,AAEMEI DR. JUVENTINO DA SILVA PACHECO,999.999.999-99,"R$ 15.030,00","R$ 0,00","R$ 15.030,00","R$ 14.995,77","R$ 0,00",2016,1
74,AAEMEI ELEA TATAGIBA DE AZEVEDO,999.999.999-99,"R$ 23.460,00","R$ 0,00","R$ 23.446,00","R$ 23.446,00","R$ 14,00",2016,1
75,AAEMEI MAI CARMEN DE JESUS FRANCA,11.763.245/0001-97,"R$ 2.040,00","R$ 0,00","R$ 2.040,00","R$ 1.931,63","R$ 0,00",2016,1
76,AAEMEI MAI MARIA CECILIA TOURINHO FURTADO,11.652.785/0001-01,"R$ 15.540,00","R$ 0,00","R$ 15.540,00","R$ 15.540,00","R$ 0,00",2016,1
77,AAEMEI NOSSA SENHORA DA CONCEICAO,11.763.283/0001-40,"R$ 15.180,00","R$ 0,00","R$ 15.178,77","R$ 15.178,77","R$ 1,23",2016,1
78,AAEMEI OLIMPIA RIBEIRO DOS SANTOS MACHADO,11.739.308/0001-70,"R$ 6.480,00","R$ 0,00","R$ 6.480,00","R$ 6.480,00","R$ 0,00",2016,1
79,AAEMEI PROF. MARIA DE MARIS SARMENTO TORRES,12.627.221/0001-73,"R$ 6.540,00","R$ 0,00","R$ 0,00","R$ -628,43","R$ 6.540,00",2016,1
80,AAEMEI PROFª ANA CRISTINA FERREIRA AZARANY ALMEIDA,999.999.999-99,"R$ 3.090,00","R$ 0,00","R$ 3.090,00","R$ 2.933,85","R$ 0,00",2016,1
81,AAEMEI PROFa ANGELA MARIA FELIX PEREIRA,12.210.958/0001-96,"R$ 3.360,00","R$ 0,00","R$ 3.360,00","R$ 3.332,89","R$ 0,00",2016,1
82,AAEMEI PROFª ARLETE RIBEIRO JOSE,999.999.999-99,"R$ 4.752,00","R$ 0,00","R$ 3.958,54","R$ 3.958,54","R$ 793,46",2016,1
83,AAEMEI PROFª CELITA REID FERNANDES,999.999.999-99,"R$ 17.400,00","R$ 0,00","R$ 17.400,00","R$ 17.400,00","R$ 0,00",2016,1
84,AAEMEI PROFa ESMERIA PEREIRA REID DOS SANTOS,11.739.328/0001-40,"R$ 7.410,00","R$ 0,00","R$ 7.403,17","R$ 7.403,17","R$ 6,83",2016,1
85,AAEMEI PROFª GESIA DE OLIVEIRA - USAR COD 10658,999.999.999-99,"R$ 1.680,00","R$ 0,00","R$ 1.648,00","R$ 1.648,00","R$ 32,00",2016,1
86,AAEMEI PROFª LAURA SUELI DE CAMPOS BACELAR,999.999.999-99,"R$ 7.860,00","R$ 0,00","R$ 7.860,00","R$ 7.819,63","R$ 0,00",2016,1
87,AAEMEI PROFª LEDA MARIA LEDO ESTEVES,999.999.999-99,"R$ 12.960,00","R$ 0,00","R$ 12.915,00","R$ 12.915,00","R$ 45,00",2016,1
88,AAEMEI PROFª LIA KOPP FRANCO (USA O COD. 10881),999.999.999-99,"R$ 10.440,00","R$ 0,00","R$ 10.440,00","R$ 10.440,00","R$ 0,00",2016,1
89,AAEMEI PROFa MARIA ANG. DE OLIVEIRA DAS DORES,999.999.999-99,"R$ 15.990,00","R$ 0,00","R$ 15.990,00","R$ 15.417,90","R$ 0,00",2016,1
90,AAEMEI PROFª MARIA DA CONCEICAO CARVALHO,999.999.999-99,"R$ 3.360,00","R$ 0,00","R$ 3.313,31","R$ 3.181,47","R$ 46,69",2016,1
91,AAEMEI PROFª MARIA DAS DORES SOUZA TAVARES,12.058.936/0001-52,"R$ 3.420,00","R$ 0,00","R$ 3.420,00","R$ 3.420,00","R$ 0,00",2016,1
92,AAEMEI PROFa MARIA DAS GRACAS DA SILVA RIBEIRO,999.999.999-99,"R$ 6.060,00","R$ 0,00","R$ 6.060,00","R$ 6.060,00","R$ 0,00",2016,1
93,AAEMEI PROFª MARIA JOSE FERREIRA BARROS,999.999.999-99,"R$ 0,00","R$ 0,00","R$ 0,00","R$ -59,19","R$ 0,00",2016,0
94,AAEMEI PROFª MARIA LIRA BERALDINI CAMPOS,999.999.999-99,"R$ 6.180,00","R$ 0,00","R$ 6.180,00","R$ 6.180,00","R$ 0,00",2016,1
95,AAEMEI PROFª MARIA MAGDALA AGOSTINHO CIPRIANE,999.999.999-99,"R$ 4.230,00","R$ 0,00","R$ 4.230,00","R$ 4.230,00","R$ 0,00",2016,1
96,AAEMEI PROFª MARLI VASCONCELOS LEMOS,999.999.999-99,"R$ 12.990,00","R$ 0,00","R$ 12.931,00","R$ 12.661,79","R$ 59,00",2016,1
97,AAEMEI PROFa NEIVA MARIANO DOS SANTOS,11.976.378/0001-41,"R$ 5.040,00","R$ 0,00","R$ 5.040,00","R$ 5.040,00","R$ 0,00",2016,1
98,AAEMEI PROFESSOR EMILSON DE JESUS MACHADO,999.999.999-99,"R$ 31.080,00","R$ 0,00","R$ 30.869,00","R$ 30.528,57","R$ 211,00",2016,1
99,AAEMEI PROFESSORA THEREZINHA CARVALHO MOREIRA,11.821.399/0001-98,"R$ 2.730,00","R$ 0,00","R$ 2.730,00","R$ 2.730,00","R$ 0,00",2016,1
