Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Pagamento CENTER ALARM, referente ao mês de Janeiro/2016.	01/03/2016	146733	-	R$ 130,99	A.P.VALLIENGO MONITORAÇÃO-ME	000004
Pagamento CENTER ALARM, referente ao mês de Março/2016.	16/06/2016	369898	-	R$ 130,99	A.P.VALLIENGO MONITORAÇÃO-ME	000004
Pagamento CENTER ALARM, referente ao mês de Fevereiro/2016.	16/06/2016	369907	-	R$ 130,99	A.P.VALLIENGO MONITORAÇÃO-ME	000004
Pagamento CENTER ALARM, referente ao mês de Abril/2016.	13/06/2016	364986	-	R$ 130,99	A.P.VALLIENGO MONITORAÇÃO-ME	000004
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro Referente ao PMDE, Processo nº 14057/2016	16/06/2016	371571	-	R$ 17.910,00	AAE C.M. BOTAFOGO	001173
Liquidação de Despesa com Repasse Financeiro Referente ao PMDE, Processo nº 14057/2016	16/06/2016	371580	-	R$ 11.940,00	AAE C.M. BOTAFOGO	001174
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 1a parcela, para os alunos cadastrados no Censo Escola, conforme processo 10427/2016	11/04/2016	238768	-	R$ 21.528,00	AAE C.M. ELZA IBRAHIM	000820
Repasse financeiro referente PMDE 2016, 1a. parcela, conforme processo 10427/2016	11/04/2016	282610	-	R$ 14.352,00	AAE C.M. ELZA IBRAHIM	000821
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro ref. PMDE 2016 - 1a parcela, conforme processo 21121/2016	01/07/2016	404551	-	R$ 23.616,00	AAE CIEP - 371 - BARRA DE MACAE	001222
Repasse financeiro ref. PMDE 2016 - 1a parcela, conforme processo 21121/2016	01/07/2016	404560	-	R$ 15.744,00	AAE CIEP - 371 - BARRA DE MACAE	001225
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse Financeiro do PMDE 1ª parcela - Processo 15642/2016	25/05/2016	338683	-	R$ 11.712,00	AAE CIEP 058 - OSCAR CORDEIRO	001139
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 15642/2016	23/05/2016	334556	-	R$ 17.568,00	AAE CIEP 058 - OSCAR CORDEIRO	001128
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 2016, 1a. parcela, conforme processo 14230/2016	29/04/2016	282231	-	R$ 9.828,00	AAE COL. MUN. NEUZA GOULART BRIZOLA	000943
Repasse financeiro referente PMDE 2016, 1a. parcela, conforme processo 14230/2016	29/04/2016	282245	-	R$ 6.552,00	AAE COL. MUN. NEUZA GOULART BRIZOLA	000944
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 14222/2016	23/05/2016	334255	-	R$ 5.634,00	AAE COLEGIO ESTADUAL MUNICIPAL RAUL VEIGA	001118
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 14222/2016	23/05/2016	334264	-	R$ 3.756,00	AAE COLEGIO ESTADUAL MUNICIPAL RAUL VEIGA	001119
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 1a. parcela, conforme processo 9090/16	11/05/2016	307311	-	R$ 16.776,00	AAE COLEGIO MUN. PROF. SAMUEL BRUST	001006
Repasse financeiro referente PMDE 1a. parcela, conforme processo 9090/16	11/05/2016	307320	-	R$ 11.184,00	AAE COLEGIO MUN. PROF. SAMUEL BRUST	001007
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro ref. PMDE 1a parcela, conforme processo 33213/2016	10/10/2016	580258	-	R$ 5.076,00	AAE COLEGIO MUNICIPAL TARCISIO PAES DE FIGUEIREDO	001491
Repasse financeiro ref. PMDE 1a parcela, conforme processo 33213/2016	10/10/2016	580274	-	R$ 3.384,00	AAE COLEGIO MUNICIPAL TARCISIO PAES DE FIGUEIREDO	001492
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 2016, 1a parcela, conforme processo 7642/2016	22/03/2016	210771	-	R$ 19.224,00	AAE DO CIEP MARINGA	000704
Repasse financeiro referente PMDE 2016, 1a parcela, conforme processo 7642/2016	22/03/2016	210795	-	R$ 12.816,00	AAE DO CIEP MARINGA	000705
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 14217/2016	23/05/2016	334273	-	R$ 8.082,00	AAE E.M. CHRISTOS JEAN KOUSOULAS	001114
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 14217/2016	23/05/2016	334291	-	R$ 5.388,00	AAE E.M. CHRISTOS JEAN KOUSOULAS	001115
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 1a. parcela, conforme processo 15638/16	11/05/2016	307215	-	R$ 18.342,00	AAE E.M. MARIA ISABEL DAMASCENO	000998
Repasse financeiro referente PMDE 1a. parcela, conforme processo 15638/16	11/05/2016	307224	-	R$ 12.228,00	AAE E.M. MARIA ISABEL DAMASCENO	000999
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro Referente ao PMDE 2016, Processo nº 23443/2016	04/07/2016	410090	-	R$ 6.948,00	AAE E.M. PROF. ANTONIO ALVAREZ PARADA	001233
	19/07/2016	440453	R$ 6.948,00	-	AAE E.M. PROF. ANTONIO ALVAREZ PARADA	001233
Liquidação de Despesa com Repasse Financeiro Referente ao PMDE 2016, Processo nº 23443/2016	04/07/2016	410104	-	R$ 4.632,00	AAE E.M. PROF. ANTONIO ALVAREZ PARADA	001234
	19/07/2016	440444	R$ 4.632,00	-	AAE E.M. PROF. ANTONIO ALVAREZ PARADA	001234
Repasse financeiro referente PMDE 2016, 1a parcela, conforme processo 7645/2016	22/03/2016	210892	-	R$ 9.756,00	AAE E.M. PROF. ANTONIO ALVAREZ PARADA	000706
Repasse financeiro referente PMDE 2016, 1a parcela, conforme processo 7645/2016	22/03/2016	210902	-	R$ 6.504,00	AAE E.M. PROF. ANTONIO ALVAREZ PARADA	000707
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente a PMDE - Censo escolar do ano anterior - 1a. parcela, conforme processo 22454/2016	14/07/2016	427234	-	R$ 3.096,00	AAE EST. MUNIC. NOSSO SENHOR DOS PASSOS	001258
Repasse financeiro referente a PMDE - Censo escolar do ano anterior - 1a. parcela, conforme processo 22454/2016	14/07/2016	427243	-	R$ 2.064,00	AAE EST. MUNIC. NOSSO SENHOR DOS PASSOS	001259
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 1a. parcela, conforme processo 10426/16	11/05/2016	307338	-	R$ 4.230,00	AAE EST. MUNICIPALIZADA CORREGO DO OURO	001004
Repasse financeiro referente PMDE 1a. parcela, conforme processo 10426/16	11/05/2016	307329	-	R$ 2.820,00	AAE EST. MUNICIPALIZADA CORREGO DO OURO	001005
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro PMDE 2016, 3a. parcela, conforme processo 31654/2016	21/10/2016	597077	-	R$ 7.848,00	AAE ESTADUAL MUN. CAROLINA C. BENJAMIN	001513
Repasse financeiro PMDE 2016, 3a. parcela, conforme processo 31654/2016	21/10/2016	597086	-	R$ 5.232,00	AAE ESTADUAL MUN. CAROLINA C. BENJAMIN	001514
Liquidação de Despesa com Repasse Financeiro Referente ao PMDE 2016, Processo nº 19003/2016	04/07/2016	410063	-	R$ 7.848,00	AAE ESTADUAL MUN. CAROLINA C. BENJAMIN	001214
Liquidação de Despesa com Repasse Financeiro Referente ao PMDE 2016, Processo nº 19003/2016	04/07/2016	410072	-	R$ 5.232,00	AAE ESTADUAL MUN. CAROLINA C. BENJAMIN	001215
Repasse financeiro ref PMDE 1a. parcela 2016, conf. lei 2175/2001 para aliunos cadastrados no Censo Escolar, conforme processo 9087/2016	28/03/2016	216696	-	R$ 7.848,00	AAE ESTADUAL MUN. CAROLINA C. BENJAMIN	000729
Repasse financeiro ref PMDE 1a. parcela 2016, conf. lei 2175/2001 para aliunos cadastrados no Censo Escolar, conforme processo 9087/2016	28/03/2016	216708	-	R$ 5.232,00	AAE ESTADUAL MUN. CAROLINA C. BENJAMIN	000730
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro (PMDE), Processo nº 13136/2016.	17/05/2016	321541	-	R$ 3.366,00	AAE ESTADUAL MUN. FAZENDA SANTA MARIA	001050
Liquidação de Despesa com Repasse Financeiro (PMDE), Processo nº 13136/2016.	17/05/2016	321559	-	R$ 2.244,00	AAE ESTADUAL MUN. FAZENDA SANTA MARIA	001051
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 14446/2016	23/05/2016	334520	-	R$ 8.190,00	AAE ESTADUAL MUN. JACYRA TAVARES DURVAL	001124
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 14446/2016	23/05/2016	334529	-	R$ 5.460,00	AAE ESTADUAL MUN. JACYRA TAVARES DURVAL	001125
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro PMDE 2016, para alunos cadastrados no Censo Escolar, 1a. parcela, conforme processo 5063/2016	13/09/2016	535709	-	R$ 5.148,00	AAE ESTADUAL MUNIC. CAETANO DIAS	001412
Repasse financeiro PMDE 2016, para alunos cadastrados no Censo Escolar, 1a. parcela, conforme processo 5063/2016	13/09/2016	535727	-	R$ 3.432,00	AAE ESTADUAL MUNIC. CAETANO DIAS	001413
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro Referente ao PMDE, Processo nº 10425/2016	16/06/2016	371562	-	R$ 3.384,00	AAE ESTADUAL MUNICIPALIZADA FANTINA DE MELO	001175
Liquidação de Despesa com Repasse Financeiro Referente ao PMDE, Processo nº 10425/2016	16/06/2016	371553	-	R$ 2.256,00	AAE ESTADUAL MUNICIPALIZADA FANTINA DE MELO	001176
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro PMDE 2016, 1a. parcela, conforme processo 5059/2016	21/10/2016	597322	-	R$ 16.596,00	AAE ESTADUAL MUNICIPALIZADA POLIVALENTE A. TEIXEIR	001511
Repasse financeiro PMDE 2016, 1a. parcela, conforme processo 5059/2016	21/10/2016	597337	-	R$ 11.064,00	AAE ESTADUAL MUNICIPALIZADA POLIVALENTE A. TEIXEIR	001512
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 1a. parcela, conforme processo 15636/16	11/05/2016	307275	-	R$ 7.524,00	AAE JARDIM DE INF. ANA BENEDICTA DA S. SANTOS	001000
Repasse financeiro referente PMDE 1a. parcela, conforme processo 15636/16	11/05/2016	307284	-	R$ 5.016,00	AAE JARDIM DE INF. ANA BENEDICTA DA S. SANTOS	001001
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro ref. PMDE 2016 - 1a parcela, conforme processo 19002/2016	01/07/2016	404695	-	R$ 10.008,00	AAE M. PRE ESCOLAR ALMIR F. LAPA	001216
Repasse financeiro ref. PMDE 2016 - 1a parcela, conforme processo 19002/2016	01/07/2016	404713	-	R$ 6.672,00	AAE M. PRE ESCOLAR ALMIR F. LAPA	001217
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro (PMDE), Processo nº 13137/2016.	17/05/2016	321595	-	R$ 8.226,00	AAE M. PROFª LETICIA PECANHA DE AGUIAR	001052
Liquidação de Despesa com Repasse Financeiro (PMDE), Processo nº 13137/2016.	17/05/2016	321622	-	R$ 5.484,00	AAE M. PROFª LETICIA PECANHA DE AGUIAR	001053
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 2016, 1a parcela, conforme processo 7643/2016	22/03/2016	210854	-	R$ 22.986,00	AAE MARIA LETICIA DE CARVALHO	000715
Repasse financeiro referente PMDE 2016, 1a parcela, conforme processo 7643/2016	22/03/2016	210879	-	R$ 15.324,00	AAE MARIA LETICIA DE CARVALHO	000716
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 1a parcela, conforme processo 14058/2016	18/05/2016	329047	-	R$ 3.114,00	AAE MEI AFONSO CORREA SABINO	001056
Repasse financeiro referente PMDE 1a parcela, conforme processo 5058/2016	18/05/2016	329056	-	R$ 2.076,00	AAE MEI AFONSO CORREA SABINO	001057
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 33656/2016	25/11/2016	651411	-	R$ 3.222,00	AAE MEI PROFa CANDIDA MARIA DA SILVA VIEIRA	001588
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 33656/2016	25/11/2016	651420	-	R$ 2.148,00	AAE MEI PROFa CANDIDA MARIA DA SILVA VIEIRA	001589
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro PMDE 2016, 2a. parcela, conforme processo 33061/2016	21/10/2016	597224	-	R$ 6.948,00	AAE MEI PROFESSORA HILDA RAMOS MACHADO	001521
Repasse financeiro PMDE 2016, 2a. parcela, conforme processo 33061/2016	21/10/2016	597254	-	R$ 4.632,00	AAE MEI PROFESSORA HILDA RAMOS MACHADO	001522
Despesa com repasse financeiro referente ao PMDE 2016, 1a. parcela, conforme proceso 23443/2016	20/07/2016	441723	-	R$ 6.948,00	AAE MEI PROFESSORA HILDA RAMOS MACHADO	001291
Despesa com repasse financeiro referente ao PMDE 2016, 1a. parcela, conforme proceso 23443/2016	20/07/2016	441732	-	R$ 4.632,00	AAE MEI PROFESSORA HILDA RAMOS MACHADO	001292
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 2016, 1a. parcela, conforme processo 14229/2016	29/04/2016	282198	-	R$ 1.080,00	AAE MEI THEREZINHA LOURENCO DA SILVA	000941
Repasse financeiro referente PMDE 2016, 1a. parcela, conforme processo 14229/2016	29/04/2016	282207	-	R$ 720,00	AAE MEI THEREZINHA LOURENCO DA SILVA	000942
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente ao Programa Dinheiro direto nas Escolas – PDDE - processo 26589/2016	13/09/2016	534765	-	R$ 1.620,00	AAE MUNIC. JOAQUIM LUIZ FREIRE PINHEIRO-COD 10707	001430
Repasse financeiro referente ao Programa Dinheiro direto nas Escolas – PDDE - processo 26589/2016	13/09/2016	534774	-	R$ 1.080,00	AAE MUNIC. JOAQUIM LUIZ FREIRE PINHEIRO-COD 10707	001431
Repasse financeiro referente ao Programa Dinheiro direto nas Escolas – PDDE - 1ª parcela - (substituindo o empenho 1063/16 processo 5065/2016	20/06/2016	381848	-	R$ 1.080,00	AAE MUNIC. JOAQUIM LUIZ FREIRE PINHEIRO-COD 10707	001187
Repasse financeiro referente ao PMDE 2016, 1a parcela, conforme processo 5065/2016	17/05/2016	321532	-	R$ 1.620,00	AAE MUNIC. JOAQUIM LUIZ FREIRE PINHEIRO-COD 10707	001062
Repasse financeiro referente ao PMDE 2016, 1a parcela, conforme processo 5065/2016	17/05/2016	321550	-	R$ 1.080,00	AAE MUNIC. JOAQUIM LUIZ FREIRE PINHEIRO-COD 10707	001063
	17/06/2016	373782	R$ 1.080,00	-	AAE MUNIC. JOAQUIM LUIZ FREIRE PINHEIRO-COD 10707	001063
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 2016, 1a parcela, conofrme processo 5055/2016	22/03/2016	210675	-	R$ 10.008,00	AAE MUNICIPAL ALMIR FRANCISCO LAPA	000696
Prestacao de contas c/ devolução de R$ 179,27 e 3,73 c/c 34100, e determinada a baixa de responsabilidade, homologado em 14/06/16	28/06/2016	397580	R$ 183,00	-	AAE MUNICIPAL ALMIR FRANCISCO LAPA	000696
Repasse financeiro referente PMDE 2016, 1a parcela, conofrme processo 5055/2016	22/03/2016	210684	-	R$ 6.672,00	AAE MUNICIPAL ALMIR FRANCISCO LAPA	000697
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 33655/2016	25/11/2016	651393	-	R$ 7.794,00	AAE MUNICIPAL AMIL TANOS	001586
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 33655/2016	25/11/2016	651402	-	R$ 5.196,00	AAE MUNICIPAL AMIL TANOS	001587
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente PMDE 2016, 1a. parcela, conforme processo 14231/2016	29/04/2016	282304	-	R$ 19.620,00	AAE MUNICIPAL BALNEARIO LAGOMAR	000945
Repasse financeiro referente PMDE 2016, 1a. parcela, conforme processo 14231/2016	29/04/2016	282313	-	R$ 13.080,00	AAE MUNICIPAL BALNEARIO LAGOMAR	000946
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente ao Programa Dinheiro direto nas Escolas – PDDE - processo 26718/2016	13/09/2016	534680	-	R$ 11.880,00	AAE MUNICIPAL DA AROEIRA	001426
Repasse financeiro referente ao Programa Dinheiro direto nas Escolas – PDDE - processo 26718/2016	13/09/2016	534694	-	R$ 7.920,00	AAE MUNICIPAL DA AROEIRA	001427
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente ao PMDE 2016, 1a parcela, conforme processo 11351/2016	17/05/2016	321604	-	R$ 9.540,00	AAE MUNICIPAL DE ALFABETIZACAO	001069
Repasse financeiro referente ao PMDE 2016, 1a parcela, conforme processo 11351/2016	17/05/2016	321631	-	R$ 6.360,00	AAE MUNICIPAL DE ALFABETIZACAO	001070
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 15635/2016	23/05/2016	334538	-	R$ 7.200,00	AAE MUNICIPAL DO SANA	001126
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 15635/2016	23/05/2016	334547	-	R$ 4.800,00	AAE MUNICIPAL DO SANA	001127
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro PMDE 2016, 1a. parcela, conforme processo 33654/2016	21/10/2016	597283	-	R$ 3.474,00	AAE MUNICIPAL DOLORES GARCIA RODRIGUES	001523
Repasse financeiro PMDE 2016, 1a. parcela, conforme processo 33654/2016	21/10/2016	597304	-	R$ 2.316,00	AAE MUNICIPAL DOLORES GARCIA RODRIGUES	001524
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente ao PMDE 2016, 1a parcela, conforme processo 7644/2016	17/05/2016	321586	-	R$ 14.292,00	AAE MUNICIPAL ENGENHO DA PRAIA	001060
Repasse financeiro referente ao PMDE 2016, 1a parcela, conforme processo 7644/2016	17/05/2016	321577	-	R$ 9.528,00	AAE MUNICIPAL ENGENHO DA PRAIA	001061
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro (PMDE), Processo nº 14232/2016.	17/05/2016	321812	-	R$ 10.026,00	AAE MUNICIPAL ERALDO MUSSI	001046
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 14232/2016	12/07/2016	425552	-	R$ 6.684,00	AAE MUNICIPAL ERALDO MUSSI	001047
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 26595/2016	03/08/2016	458371	-	R$ 6.750,00	AAE MUNICIPAL INTERAGIR	001310
Prestação de contas homologada em 21/11/16, com devolução de R$ 25,25, c/c 34100, e determinado a baixa de responsabilidade.	21/11/2016	663179	R$ 25,25	-	AAE MUNICIPAL INTERAGIR	001310
Liquidação de Despesa com Repasse Financeiro - PMDE, Processo nº 26595/2016	03/08/2016	458380	-	R$ 4.500,00	AAE MUNICIPAL INTERAGIR	001311
Prestação de contas homologado em 09/08/16, com devolução de R$ 30,19 em 26/07 c/c 34100, e determinada baixa de responsabilidade conforme parecer CONGEM	31/08/2016	510173	R$ 30,19	-	AAE MUNICIPAL INTERAGIR	000702
Repasse financeiro referente PMDE 2016, 1a parcela, conofrme processo 5062/2016	22/03/2016	210744	-	R$ 6.750,00	AAE MUNICIPAL INTERAGIR	000702
Repasse financeiro referente PMDE 2016, 1a parcela, conofrme processo 5062/2016	22/03/2016	210756	-	R$ 4.500,00	AAE MUNICIPAL INTERAGIR	000703
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro referente ao Programa Dinheiro direto nas Escolas – PDDE - 1ª parcela - (substituindo o empenho 1065/16 processo 5064/2016	20/06/2016	381864	-	R$ 1.812,00	AAE MUNICIPAL IVETE SANTANA DRUMOND DE AGUIAR	001188
Repasse financeiro referente ao PMDE 2016, 1a parcela, conforme processo 5064/2016	17/05/2016	321514	-	R$ 2.718,00	AAE MUNICIPAL IVETE SANTANA DRUMOND DE AGUIAR	001064
Repasse financeiro referente ao PMDE 2016, 1a parcela, conforme processo 5064/2016	17/05/2016	321523	-	R$ 1.812,00	AAE MUNICIPAL IVETE SANTANA DRUMOND DE AGUIAR	001065
	17/06/2016	373764	R$ 1.812,00	-	AAE MUNICIPAL IVETE SANTANA DRUMOND DE AGUIAR	001065
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Liquidação de Despesa com Repasse Financeiro (PMDE), Processo nº 14219/2016.	17/05/2016	321767	-	R$ 1.314,00	AAE MUNICIPAL JOAQUIM BREVES	001042
Liquidação de Despesa com Repasse Financeiro (PMDE), Processo nº 14219/2016.	17/05/2016	321776	-	R$ 876,00	AAE MUNICIPAL JOAQUIM BREVES	001043
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Repasse financeiro ref. PMDE 2016 - 1a parcela, conforme processo 19001/2016	01/07/2016	404632	-	R$ 6.552,00	AAE MUNICIPAL JOFFRE FROSSARD	001206
Repasse financeiro ref. PMDE 2016 - 1a parcela, conforme processo 19001/2016	01/07/2016	404641	-	R$ 4.368,00	AAE MUNICIPAL JOFFRE FROSSARD	001207
Complemento Histórico	Data da Liquidação	Número de Liquidação	Valor Estornado	Valor Liquidado	credor	empenho
Utilização adequada da verba, conforme parecer da CONGEM. – Processo: 14223/16RESTITUIÇÃO em: 01/11/16 - Homologado em: 06/12/16	30/12/2016	745181	R$ 144,00	-	AAE MUNICIPAL JOSE CALIL FILHO	001260
